missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
3,1,3,1,0.15052211302211302,0.15052211302211302,0.19975,2.0676,0.04389104202992141,3.0911484040802897,209651.8,0.43,807.67,0.15,81222.72,0.34,3381.38,0.15,85729.69,0.49,4591.29,0.15,3125.87,0.15,5252.12,0.15,257.76,0.15,1179.31,0.15,502.66,0.08,1143.29,0.05,326242.58,0.3,263.54,0.15,0.06038711711823118
3,1,4,1,0.15052211302211302,0.15052211302211302,0.19554,2.03635,0.04319219152533014,3.1498371335504887,250304.16,0.39,995.54,0.15,100887.66,0.32,4075.18,0.15,104932.31,0.5,5577.61,0.15,3791.38,0.15,6422.38,0.15,323.49,0.15,1410.78,0.15,602.54,0.08,1358.07,0.04,357069.51,0.3,307.92,0.15,0.05583703502963892
3,1,5,1,0.15052211302211302,0.15052211302211302,0.19301,2.01951,0.04275278974530633,3.2058665231431647,248858.5,0.45,971.79,0.15,103723.03,0.32,4203.38,0.15,106979.43,0.5,5580.3,0.15,3858.13,0.15,6432.86,0.15,325.49,0.15,1422.1,0.15,592.26,0.07,1132.51,0.04,337931.57,0.33,304.39,0.15,0.05997224493948107
3,1,6,1,0.15052211302211302,0.15052211302211302,0.19208,2.00863,0.04262437980483725,3.2657775333425,245603.78,0.45,972.18,0.15,104129.2,0.3,4060.52,0.15,105878.35,0.5,5545.03,0.15,3776.53,0.15,6378.73,0.15,311.62,0.15,1414.23,0.15,566.5,0.07,747.35,0.02,329827.56,0.34,301.53,0.15,0.051373785411222575
3,1,7,1,0.15052211302211302,0.15052211302211302,0.18923,1.98568,0.042153315622847694,3.3494784969281324,239447.57,0.47,925.61,0.15,103643.85,0.32,3965.34,0.15,103725.82,0.5,5376.11,0.15,3649.57,0.15,6189.01,0.15,294.91,0.15,1370.39,0.15,523.33,0.06,346.99,0.01,322911.05,0.31,294.47,0.15,0.04377055702501445
3,2,1,1,0.15052211302211302,0.15052211302211302,0.19627,2.02321,0.0434472369306056,3.152531564851422,1596.34,0.41,1045.63,0.3,1596.34,0.32,4429.44,0.29,1596.34,0.5,5686.64,0.29,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,1596.34,0.08,1596.34,0.05,1596.34,0.33,316.91,0.1,0.1301327817697674
3,2,2,1,0.15052211302211302,0.15052211302211302,0.2092,2.46015,0.042988180787159484,3.109813821394762,2072.87,0.41,679.98,0.25,2353.84,0.33,3075.26,0.25,1570.38,0.46,4464.41,0.26,2974.13,0.38,5204.07,0.3,181.02,0.09,1271.13,0.29,6325.3,0.07,7227.05,0.02,919.81,0.31,223.07,0.05,0.13507819905757168
3,2,3,1,0.15052211302211302,0.15052211302211302,0.19966,2.055,0.043963594905116116,3.132464533157374,1305.33,0.37,834.91,0.3,1348.8,0.29,3449.74,0.29,1143.3,0.5,4538.97,0.29,3138.9,0.4,5339.7,0.33,280.49,0.14,1197.64,0.33,1424.9,0.07,1196.06,0.05,1132.2,0.33,253.18,0.1,0.1327250608272506
3,2,4,1,0.15052211302211302,0.15052211302211302,0.20031,2.03296,0.04426961936483045,3.1313199406768235,1524.75,0.43,993.25,0.3,1646.64,0.3,4216.89,0.29,1428.28,0.5,5556.56,0.29,3843.63,0.4,6508.85,0.34,322.96,0.15,1479.91,0.33,1683.33,0.08,1555.51,0.05,1464.22,0.32,293.72,0.1,0.1340629030118751
3,2,5,1,0.15052211302211302,0.15052211302211302,0.19971,2.02521,0.04419450600051296,3.1546419098143237,1578.76,0.44,1026.42,0.3,1649.57,0.29,4277.65,0.29,1480.15,0.5,5704.13,0.29,3890.24,0.41,6689.19,0.34,323.09,0.15,1511.67,0.33,1763.38,0.08,1629.68,0.05,1503.44,0.34,296.62,0.1,0.13429274765195623
3,2,6,1,0.15052211302211302,0.15052211302211302,0.19879,2.01859,0.044039930396925754,3.1713005666095664,1628.92,0.38,1033.03,0.3,1672.83,0.32,4324.21,0.29,1495.56,0.5,5754.51,0.29,3939.19,0.41,6740.53,0.34,330.78,0.15,1519.41,0.33,1889.6,0.08,1722.07,0.04,1566.25,0.32,296.8,0.1,0.13414097520837712
3,2,7,1,0.15052211302211302,0.15052211302211302,0.19834,2.0189,0.04393739111402241,3.1842590155304027,1659.69,0.44,1029.67,0.3,1741.27,0.3,4320.83,0.29,1500.17,0.5,5765.68,0.29,3934.96,0.41,6745.13,0.34,335.05,0.15,1522.16,0.33,2015.46,0.08,1747.8,0.04,1606.2,0.31,298.64,0.1,0.13398316122873133
3,3,1,1,0.15052211302211302,0.15052211302211302,0.19627,2.02321,0.0434472369306056,3.152531564851422,1314.21,0.41,1045.63,0.3,708.51,0.32,4429.44,0.29,8.73,0.5,5686.64,0.29,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,692.98,0.08,1518.91,0.05,121.86,0.33,316.91,0.1,0.1332172595421051
3,3,2,1,0.15052211302211302,0.15052211302211302,0.2092,2.46015,0.042988180787159484,3.109813821394762,1695.42,0.41,679.98,0.25,1240.91,0.33,3075.26,0.25,29.44,0.46,4464.41,0.26,2974.13,0.38,5204.07,0.3,181.02,0.09,1271.13,0.29,784.94,0.07,453.86,0.02,0.27,0.31,223.07,0.05,0.13688490255529823
3,3,3,1,0.15052211302211302,0.15052211302211302,0.19681,2.031,0.04351170805587952,3.1467168822662517,1071.41,0.41,890.41,0.3,641.18,0.34,3539.39,0.29,3.47,0.5,4408.44,0.29,3326.33,0.41,5173.08,0.34,282.53,0.15,1183.94,0.33,536.03,0.08,1172.27,0.05,91.11,0.31,269.0,0.11,0.1194454674784684
3,3,4,1,0.15052211302211302,0.15052211302211302,0.19996,2.00675,0.04438670005737493,3.1932841932841933,1384.61,0.45,1071.66,0.3,717.55,0.3,4277.89,0.28,2.16,0.5,5540.95,0.29,3892.86,0.4,6505.49,0.34,369.8,0.14,1500.21,0.33,593.93,0.07,1299.11,0.04,119.56,0.33,309.25,0.1,0.11823850670466009
3,3,5,1,0.15052211302211302,0.15052211302211302,0.19831,2.00318,0.044048056546580366,3.2297150610583447,1408.96,0.39,1056.21,0.3,735.21,0.32,4311.81,0.28,1.0,0.5,5624.4,0.29,3894.84,0.41,6604.87,0.34,362.32,0.14,1507.26,0.33,580.95,0.07,1258.85,0.04,120.4,0.33,297.08,0.1,0.11249812005985785
3,3,6,1,0.15052211302211302,0.15052211302211302,0.19631,2.00827,0.04356506125145209,3.257177847326167,1356.15,0.43,1023.16,0.3,751.4,0.36,4217.47,0.28,1.24,0.5,5571.7,0.29,3905.85,0.41,6569.29,0.34,349.81,0.14,1487.63,0.33,558.7,0.07,1231.62,0.04,131.92,0.29,294.26,0.1,0.11251115027364669
3,3,7,1,0.15052211302211302,0.15052211302211302,0.19565,2.00789,0.043422395457107,3.311215340046903,1332.64,0.42,1000.15,0.3,728.53,0.31,4139.05,0.28,0.15,0.5,5655.36,0.29,3829.52,0.41,6643.47,0.34,342.69,0.14,1489.2,0.33,523.39,0.07,1200.9,0.04,131.49,0.31,297.86,0.1,0.11424097804270217
3,4,1,1,0.15052211302211302,0.15052211302211302,0.19627,2.02321,0.0434472369306056,3.152531564851422,5584.1,0.41,1045.63,0.3,2212.51,0.32,4429.44,0.29,12299.91,0.5,5686.64,0.29,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,9151.18,0.08,8293.63,0.05,4612.55,0.33,316.91,0.1,0.13185202892640693
3,4,2,1,0.15052211302211302,0.15052211302211302,0.2092,2.46015,0.042988180787159484,3.109813821394762,4063.32,0.41,679.98,0.25,1976.87,0.33,3075.26,0.25,9491.47,0.46,4464.41,0.26,2974.13,0.38,5204.07,0.3,181.02,0.09,1271.13,0.29,7926.08,0.07,7764.39,0.02,3960.95,0.31,223.07,0.05,0.13780420626923703
3,4,3,1,0.15052211302211302,0.15052211302211302,0.1965,2.06714,0.04317958274953,3.1488105573884355,4079.72,0.45,839.58,0.3,1680.94,0.3,3341.77,0.28,9074.05,0.5,4191.89,0.29,3010.78,0.4,4960.7,0.33,256.89,0.15,1107.05,0.33,6812.26,0.07,6126.9,0.05,3403.32,0.33,245.82,0.1,0.13391377251561812
3,4,4,1,0.15052211302211302,0.15052211302211302,0.20019,2.12294,0.04357862522100135,3.040755887745029,4561.42,0.41,1003.04,0.3,2228.43,0.35,4033.51,0.29,10413.2,0.5,5098.81,0.29,3660.73,0.4,6001.59,0.33,315.38,0.15,1341.13,0.32,8453.42,0.08,7732.12,0.04,3751.58,0.32,287.85,0.1,0.13825019941452843
3,4,5,1,0.15052211302211302,0.15052211302211302,0.2021,2.11125,0.044080047530411504,3.037953795379538,4698.1,0.39,1028.6,0.3,2292.43,0.32,4103.37,0.29,10682.96,0.51,5222.26,0.29,3746.86,0.4,6144.48,0.33,342.52,0.15,1402.83,0.32,8705.15,0.08,8015.61,0.04,3846.61,0.33,291.72,0.1,0.14040165395178947
3,4,6,1,0.15052211302211302,0.15052211302211302,0.20032,2.06831,0.04401003996604707,3.060992138791,4849.7,0.47,1029.01,0.3,2283.72,0.35,4126.81,0.29,11088.59,0.51,5350.23,0.29,3763.22,0.4,6294.33,0.33,346.75,0.15,1422.0,0.33,8837.46,0.08,8144.35,0.04,3971.23,0.33,282.54,0.1,0.13993084147770168
3,4,7,1,0.15052211302211302,0.15052211302211302,0.20149,2.04182,0.044464825451669694,3.0777628032345015,4907.55,0.38,1028.15,0.3,2260.15,0.34,4179.21,0.29,11248.91,0.51,5468.32,0.29,3806.88,0.4,6393.81,0.33,341.61,0.15,1463.41,0.33,8848.78,0.08,8223.72,0.04,4063.31,0.3,281.76,0.1,0.140707279848584
3,5,1,1,0.15052211302211302,0.15052211302211302,0.19627,2.02321,0.0434472369306056,3.152531564851422,449.46,0.41,1045.63,0.3,2505.54,0.32,4429.44,0.29,10762.16,0.5,5686.64,0.29,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,9151.18,0.08,8293.63,0.05,4279.49,0.33,316.91,0.1,0.13157773854676807
3,5,2,1,0.15052211302211302,0.15052211302211302,0.2092,2.46015,0.042988180787159484,3.109813821394762,232.45,0.41,679.98,0.25,2225.29,0.33,3075.26,0.25,8279.18,0.46,4464.41,0.26,2974.13,0.38,5204.07,0.3,181.02,0.09,1271.13,0.29,7926.08,0.07,7764.39,0.02,3687.63,0.31,223.07,0.05,0.1365374595749662
3,5,3,1,0.15052211302211302,0.15052211302211302,0.19776,2.06003,0.04350894829245199,3.1566828254847645,335.93,0.47,862.08,0.3,1906.5,0.29,3366.1,0.28,7981.91,0.5,4160.3,0.29,2987.94,0.4,4921.86,0.33,248.96,0.15,1129.59,0.33,6813.59,0.08,6146.1,0.05,3194.33,0.33,254.12,0.1,0.13377569408288292
3,5,4,1,0.15052211302211302,0.15052211302211302,0.19878,2.11317,0.04334277743218352,3.0341115615825527,322.71,0.41,1011.75,0.3,2538.75,0.34,4084.97,0.29,9147.26,0.5,5143.51,0.29,3694.68,0.4,6038.61,0.33,323.68,0.15,1332.38,0.32,8537.81,0.08,7832.36,0.04,3471.2,0.32,285.97,0.1,0.137102214786479
3,5,5,1,0.15052211302211302,0.15052211302211302,0.20181,2.11074,0.04402185904661491,3.0410228360453986,345.78,0.42,1014.45,0.3,2580.04,0.36,4132.77,0.29,9426.07,0.51,5229.41,0.29,3763.17,0.4,6152.03,0.33,343.76,0.15,1408.69,0.32,8743.29,0.08,8046.14,0.04,3589.24,0.33,285.62,0.1,0.140454628492236
3,5,6,1,0.15052211302211302,0.15052211302211302,0.2005,2.06011,0.04411123939866989,3.062407332524599,356.39,0.41,1017.1,0.3,2574.96,0.32,4170.91,0.29,9737.76,0.51,5358.28,0.29,3805.73,0.4,6311.12,0.33,341.35,0.15,1435.35,0.33,8876.99,0.08,8204.3,0.04,3703.02,0.33,285.82,0.1,0.14103506066292992
3,5,7,1,0.15052211302211302,0.15052211302211302,0.20148,2.03539,0.04451173893248728,3.0873825503355703,368.73,0.45,1033.4,0.3,2542.77,0.34,4216.5,0.29,9927.39,0.51,5509.3,0.29,3837.94,0.4,6427.52,0.33,342.41,0.15,1476.67,0.33,8882.05,0.08,8244.91,0.04,3807.16,0.32,285.14,0.1,0.14098669457793828
4,1,1,1,0.13872850122850122,0.13872850122850122,0.19627,2.02321,0.0434472369306056,3.152531564851422,256991.61,0.41,1045.63,0.14,105269.17,0.32,4429.44,0.14,111413.08,0.5,5140.99,0.14,4031.66,0.14,6698.63,0.14,330.95,0.14,1517.53,0.14,692.98,0.08,1518.91,0.05,344649.23,0.33,316.91,0.14,0.057197491203916165
4,1,2,1,0.13872850122850122,0.13872850122850122,0.22104,2.60376,0.04431719017851784,2.9926425505824645,231327.54,0.41,738.74,0.14,97225.16,0.35,3183.17,0.14,92706.97,0.46,4082.43,0.14,3053.31,0.14,5274.77,0.14,182.59,0.14,1357.96,0.14,1127.38,0.07,673.16,0.03,381702.13,0.29,230.93,0.14,0.10416366979987496
4,1,3,1,0.13872850122850122,0.13872850122850122,0.19982,2.06791,0.04390444016293018,3.0907145209087914,209564.86,0.42,807.12,0.14,81115.45,0.35,3369.51,0.14,85664.57,0.49,4072.59,0.14,3115.62,0.14,5256.1,0.14,258.79,0.14,1179.1,0.14,502.67,0.08,1143.33,0.05,325929.62,0.28,262.96,0.14,0.06145869129139979
4,1,4,1,0.13872850122850122,0.13872850122850122,0.19553,2.03605,0.04319096036426294,3.1497420581048057,250389.55,0.41,995.34,0.14,100852.76,0.34,4075.58,0.14,104892.87,0.5,4938.19,0.14,3790.75,0.14,6418.31,0.14,322.96,0.14,1410.19,0.14,602.54,0.08,1358.09,0.04,357064.63,0.29,308.08,0.14,0.053939635184390225
4,1,5,1,0.13872850122850122,0.13872850122850122,0.19311,2.01961,0.042774356000659534,3.2061633696676086,248835.13,0.43,971.96,0.14,103710.28,0.34,4203.84,0.14,106971.72,0.5,4953.0,0.14,3856.39,0.14,6434.18,0.14,325.42,0.14,1423.54,0.14,592.26,0.07,1132.51,0.04,337891.87,0.32,304.38,0.14,0.05686308213839647
4,1,6,1,0.13872850122850122,0.13872850122850122,0.19208,2.00863,0.04262437980483725,3.2657775333425,245603.78,0.45,972.18,0.14,104129.2,0.3,4060.52,0.14,105878.35,0.5,4914.27,0.14,3776.53,0.14,6378.73,0.14,311.62,0.14,1414.23,0.14,566.5,0.07,747.35,0.02,329827.56,0.34,301.53,0.14,0.059039346408376894
4,1,7,1,0.13872850122850122,0.13872850122850122,0.18923,1.98568,0.042153315622847694,3.3494784969281324,239447.57,0.47,925.61,0.14,103643.85,0.32,3965.34,0.14,103725.82,0.5,4756.0,0.14,3649.57,0.14,6189.01,0.14,294.91,0.14,1370.39,0.14,523.33,0.06,346.99,0.01,322911.05,0.31,294.47,0.14,0.04401751938795034
4,2,1,1,0.13872850122850122,0.13872850122850122,0.19627,2.02321,0.0434472369306056,3.152531564851422,1596.34,0.41,1045.63,0.3,1596.34,0.32,4429.44,0.29,1596.34,0.5,5140.99,0.19,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,1596.34,0.08,1596.34,0.05,1596.34,0.33,316.91,0.1,0.1288413969250672
4,2,2,1,0.13872850122850122,0.13872850122850122,0.22104,2.60376,0.04431719017851784,2.9926425505824645,2282.35,0.41,738.74,0.25,2333.22,0.35,3183.17,0.25,1606.1,0.46,4082.43,0.15,3053.31,0.38,5274.77,0.29,182.59,0.09,1357.96,0.28,8697.93,0.07,4450.4,0.03,817.99,0.29,230.93,0.05,0.15017848877931905
4,2,3,1,0.13872850122850122,0.13872850122850122,0.1998,2.02502,0.044216107753614654,3.1262634631317314,1282.18,0.46,856.94,0.3,1326.76,0.3,3412.35,0.51,1140.03,0.5,4116.08,0.19,3167.31,0.4,5271.16,0.34,282.54,0.15,1196.97,0.33,1382.93,0.07,1251.39,0.05,1162.08,0.32,255.83,0.1,0.13028914625238217
4,2,4,1,0.13872850122850122,0.13872850122850122,0.2005,2.00542,0.0445172761106658,3.123867478025693,1543.22,0.42,1030.65,0.3,1642.69,0.27,4197.65,0.29,1425.9,0.5,5044.41,0.19,3848.35,0.4,6483.39,0.34,331.28,0.15,1480.72,0.33,1718.25,0.08,1591.73,0.05,1454.98,0.33,298.63,0.1,0.1335068870618276
4,2,5,1,0.13872850122850122,0.13872850122850122,0.20027,2.00636,0.044457833132390025,3.156120953776475,1593.82,0.39,1025.28,0.3,1637.59,0.3,4261.61,0.29,1471.22,0.5,5177.31,0.19,3905.03,0.41,6651.82,0.34,331.09,0.15,1519.17,0.33,1820.62,0.08,1652.14,0.05,1478.54,0.34,299.01,0.1,0.13209673478059095
4,2,6,1,0.13872850122850122,0.13872850122850122,0.19913,2.0001,0.044251888793336636,3.1695497160966593,1625.37,0.49,1026.75,0.3,1666.45,0.3,4300.91,0.29,1485.68,0.5,5231.27,0.19,3934.03,0.41,6718.16,0.34,334.79,0.15,1525.04,0.33,1940.31,0.08,1723.43,0.04,1569.42,0.28,297.23,0.1,0.13072898969147545
4,2,7,1,0.13872850122850122,0.13872850122850122,0.19834,2.00465,0.04404352312163444,3.185468956406869,1677.94,0.47,1026.08,0.3,1724.66,0.33,4320.02,0.29,1493.66,0.5,5210.72,0.19,3923.36,0.41,6734.21,0.34,337.18,0.15,1521.0,0.33,2008.02,0.08,1771.68,0.04,1599.93,0.3,301.93,0.1,0.1308416455724624
4,3,1,1,0.13872850122850122,0.13872850122850122,0.19627,2.02321,0.0434472369306056,3.152531564851422,1314.21,0.41,1045.63,0.3,708.51,0.32,4429.44,0.29,8.73,0.5,5140.99,0.19,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,692.98,0.08,1518.91,0.05,121.86,0.33,316.91,0.1,0.11891687471743231
4,3,2,1,0.13872850122850122,0.13872850122850122,0.22104,2.60376,0.04431719017851784,2.9926425505824645,1901.19,0.41,738.74,0.25,1240.7,0.35,3183.17,0.25,46.68,0.46,4082.43,0.15,3053.31,0.38,5274.77,0.29,182.59,0.09,1357.96,0.28,1127.38,0.07,673.16,0.03,4.96,0.29,230.93,0.05,0.1492421137070561
4,3,3,1,0.13872850122850122,0.13872850122850122,0.1995,2.00214,0.044319525092908096,3.1146496815286624,1108.7,0.47,889.24,0.3,666.37,0.29,3499.15,0.29,5.23,0.5,3958.49,0.19,3299.15,0.41,5127.53,0.34,292.91,0.14,1209.73,0.33,538.43,0.08,1177.93,0.05,103.58,0.33,260.83,0.11,0.12228018783001571
4,3,4,1,0.13872850122850122,0.13872850122850122,0.20096,2.00256,0.044639338682954166,3.1892484914975316,1399.55,0.42,1057.4,0.3,718.29,0.35,4211.1,0.28,2.53,0.5,5022.53,0.19,3858.29,0.4,6470.29,0.34,367.94,0.14,1506.79,0.33,591.67,0.07,1295.03,0.04,127.43,0.32,307.27,0.1,0.11354414149912076
4,3,5,1,0.13872850122850122,0.13872850122850122,0.19878,2.00252,0.04415533794152201,3.2234028061571993,1434.8,0.49,1053.22,0.3,749.84,0.33,4295.16,0.28,1.29,0.5,5090.33,0.19,3890.25,0.41,6580.17,0.34,376.93,0.14,1504.68,0.33,579.2,0.07,1249.49,0.04,123.4,0.34,296.77,0.1,0.11076083803792851
4,3,6,1,0.13872850122850122,0.13872850122850122,0.19667,2.00762,0.0436512302754144,3.2550170648464163,1368.31,0.45,1026.42,0.3,739.52,0.29,4231.47,0.28,1.04,0.5,5058.16,0.19,3909.6,0.41,6531.03,0.34,356.36,0.14,1487.2,0.33,555.74,0.07,1221.07,0.04,133.33,0.33,292.33,0.1,0.11074493831151039
4,3,7,1,0.13872850122850122,0.13872850122850122,0.19564,2.0086,0.04341488505926539,3.3077455048409403,1355.36,0.39,1006.76,0.3,724.48,0.3,4142.59,0.28,0.15,0.5,5121.58,0.19,3827.57,0.41,6610.26,0.34,346.9,0.14,1482.93,0.33,521.91,0.07,1193.56,0.04,132.74,0.34,295.92,0.1,0.10499123675924998
4,4,1,1,0.13872850122850122,0.13872850122850122,0.19627,2.02321,0.0434472369306056,3.152531564851422,5584.1,0.41,1045.63,0.3,2212.51,0.32,4429.44,0.29,12299.91,0.5,5140.99,0.19,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,9151.18,0.08,8293.63,0.05,4612.55,0.33,316.91,0.1,0.1310206354827012
4,4,2,1,0.13872850122850122,0.13872850122850122,0.22104,2.60376,0.04431719017851784,2.9926425505824645,3645.18,0.41,738.74,0.25,2161.28,0.35,3183.17,0.25,9008.99,0.46,4082.43,0.15,3053.31,0.38,5274.77,0.29,182.59,0.09,1357.96,0.28,8300.67,0.07,7778.52,0.03,3674.22,0.29,230.93,0.05,0.15120407883617082
4,4,3,1,0.13872850122850122,0.13872850122850122,0.19848,2.04701,0.04376236406003607,3.1518833535844473,4105.13,0.44,872.66,0.3,1681.05,0.29,3294.47,0.28,9129.75,0.5,3826.22,0.18,3013.69,0.4,4950.06,0.33,247.49,0.15,1135.12,0.33,6801.89,0.08,6133.37,0.05,3400.93,0.33,250.8,0.1,0.13233264350038232
4,4,4,1,0.13872850122850122,0.13872850122850122,0.19946,2.07481,0.04377436989791788,3.0551460164445703,4613.21,0.45,973.9,0.3,2203.32,0.33,4043.82,0.29,10462.69,0.5,4649.56,0.18,3650.97,0.4,5979.31,0.33,318.5,0.15,1343.21,0.33,8415.57,0.08,7680.15,0.04,3771.46,0.33,296.32,0.1,0.13723486940264906
4,4,5,1,0.13872850122850122,0.13872850122850122,0.20292,2.05887,0.044652016721765955,3.0369090406414156,4654.01,0.39,1019.34,0.3,2282.28,0.33,4081.86,0.29,10585.68,0.5,4778.59,0.19,3704.5,0.4,6113.8,0.33,340.64,0.15,1418.75,0.33,8676.79,0.08,8000.82,0.04,3805.47,0.28,291.83,0.1,0.14347924982155633
4,4,6,1,0.13872850122850122,0.13872850122850122,0.20261,2.01923,0.04488177400963375,3.054906224517532,4813.5,0.43,1034.04,0.3,2282.61,0.38,4096.96,0.29,10984.35,0.51,4905.17,0.19,3733.39,0.4,6255.26,0.33,346.37,0.15,1459.14,0.33,8821.57,0.08,8143.78,0.04,3929.05,0.33,280.04,0.1,0.14080079994552133
4,4,7,1,0.13872850122850122,0.13872850122850122,0.204,1.99325,0.045385364577222004,3.0724030798325,4880.26,0.39,1039.11,0.3,2262.5,0.34,4145.68,0.29,11190.88,0.51,5013.61,0.19,3781.4,0.4,6370.5,0.34,344.38,0.15,1505.54,0.33,8841.28,0.08,8201.62,0.04,4023.75,0.32,290.53,0.1,0.14217017826302938
4,5,1,1,0.13872850122850122,0.13872850122850122,0.19627,2.02321,0.0434472369306056,3.152531564851422,449.46,0.41,1045.63,0.3,2505.54,0.32,4429.44,0.29,10762.16,0.5,5140.99,0.19,4031.66,0.41,6698.63,0.34,330.95,0.15,1517.53,0.33,9151.18,0.08,8293.63,0.05,4279.49,0.33,316.91,0.1,0.13046992414722622
4,5,2,1,0.13872850122850122,0.13872850122850122,0.22104,2.60376,0.04431719017851784,2.9926425505824645,150.71,0.41,738.74,0.25,2417.96,0.35,3183.17,0.25,7845.41,0.46,4082.43,0.15,3053.31,0.38,5274.77,0.29,182.59,0.09,1357.96,0.28,8300.67,0.07,7778.52,0.03,3414.64,0.29,230.93,0.05,0.15231991305508688
4,5,3,1,0.13872850122850122,0.13872850122850122,0.19823,2.03943,0.0437639227604705,3.1574748525841136,335.73,0.45,867.15,0.3,1904.07,0.31,3319.36,0.28,8013.83,0.5,3792.91,0.18,2993.15,0.4,4896.99,0.33,252.61,0.15,1137.32,0.33,6792.42,0.08,6143.13,0.04,3171.63,0.33,253.38,0.1,0.13212733371461258
4,5,4,1,0.13872850122850122,0.13872850122850122,0.19888,2.07153,0.043671164104264,3.0395345576896116,328.0,0.45,998.87,0.3,2523.07,0.32,4049.65,0.29,9134.57,0.5,4689.85,0.19,3669.76,0.4,6017.75,0.33,330.34,0.15,1342.43,0.33,8514.73,0.08,7802.18,0.04,3471.7,0.32,292.48,0.1,0.13884611575825218
4,5,5,1,0.13872850122850122,0.13872850122850122,0.20272,2.05791,0.04461541853020099,3.0309716321776072,333.65,0.37,1014.09,0.3,2587.36,0.38,4101.09,0.29,9303.45,0.5,4795.71,0.19,3736.48,0.4,6142.16,0.33,342.76,0.15,1425.03,0.33,8745.69,0.08,8064.78,0.04,3520.78,0.3,291.5,0.1,0.1421086197985112
4,5,6,1,0.13872850122850122,0.13872850122850122,0.20186,2.01255,0.04476533193812967,3.0595479767221545,355.23,0.43,1018.45,0.3,2566.96,0.29,4140.29,0.29,9663.04,0.51,4920.66,0.19,3770.6,0.4,6284.67,0.33,345.7,0.15,1458.86,0.33,8859.17,0.08,8172.59,0.04,3665.71,0.33,282.81,0.1,0.1405105078741127
4,5,7,1,0.13872850122850122,0.13872850122850122,0.20356,1.99212,0.04529637195349639,3.082974717590102,367.87,0.41,1033.1,0.3,2538.94,0.31,4186.45,0.29,9901.97,0.51,5032.49,0.19,3813.8,0.4,6401.05,0.34,343.37,0.15,1512.6,0.33,8874.28,0.08,8223.34,0.04,3780.39,0.34,293.14,0.1,0.14155591444335597
5,1,1,1,0.15052211302211302,0.15052211302211302,0.19627,2.02321,0.0434472369306056,3.152531564851422,256991.61,0.41,1045.63,0.15,105269.17,0.32,4429.44,0.15,111413.08,0.5,5803.9,0.15,4031.66,0.15,6698.63,0.15,330.95,0.15,1517.53,0.15,692.98,0.08,1518.91,0.05,344649.23,0.33,316.91,0.15,0.05838758845619728
5,1,2,1,0.15052211302211302,0.15052211302211302,0.2092,2.46015,0.042988180787159484,3.109813821394762,229342.37,0.41,679.98,0.15,97357.03,0.33,3075.26,0.15,92403.5,0.46,4585.56,0.15,2974.13,0.15,5204.07,0.15,181.02,0.15,1271.13,0.15,784.94,0.07,453.86,0.02,373598.06,0.31,223.07,0.15,0.08363339859484992
5,1,3,1,0.15052211302211302,0.15052211302211302,0.19975,2.0676,0.04389104202992141,3.0911484040802897,209651.8,0.43,807.67,0.15,81222.72,0.34,3381.38,0.15,85729.69,0.49,4591.29,0.15,3125.87,0.15,5252.12,0.15,257.76,0.15,1179.31,0.15,502.66,0.08,1143.29,0.05,326242.58,0.3,263.54,0.15,0.06038711711823118
5,1,4,1,0.15052211302211302,0.15052211302211302,0.19554,2.03635,0.04319219152533014,3.1498371335504887,250304.16,0.39,995.54,0.15,100887.66,0.32,4075.18,0.15,104932.31,0.5,5577.61,0.15,3791.38,0.15,6422.38,0.15,323.49,0.15,1410.78,0.15,602.54,0.08,1358.07,0.04,357069.51,0.3,307.92,0.15,0.05583703502963892
5,1,5,1,0.15052211302211302,0.15052211302211302,0.19301,2.01951,0.04275278974530633,3.2058665231431647,248858.5,0.45,971.79,0.15,103723.03,0.32,4203.38,0.15,106979.43,0.5,5580.3,0.15,3858.13,0.15,6432.86,0.15,325.49,0.15,1422.1,0.15,592.26,0.07,1132.51,0.04,337931.57,0.33,304.39,0.15,0.05997224493948107
5,1,6,1,0.15052211302211302,0.15052211302211302,0.19208,2.00863,0.04262437980483725,3.2657775333425,245603.78,0.45,972.18,0.15,104129.2,0.3,4060.52,0.15,105878.35,0.5,5545.03,0.15,3776.53,0.15,6378.73,0.15,311.62,0.15,1414.23,0.15,566.5,0.07,747.35,0.02,329827.56,0.34,301.53,0.15,0.051373785411222575
